id,language,script,region,query_text,normalized_query,intent,related_ticker,expected_response_type,source,license,consent_status,created_at,reviewer_notes
IFQ-0047,en,Latin,India,Explain PE ratio in simple words,explain PE ratio simple,financial_term_explanation,,education_answer,manually_created_sample_demo_corpus,repo_license,project_authored,2026-06-25,manually authored demo example
IFQ-0048,en,Latin,India,What is dividend yield,what dividend yield,financial_term_explanation,,education_answer,manually_created_sample_demo_corpus,repo_license,project_authored,2026-06-25,manually authored demo example
IFQ-0049,hi,Devanagari,India,मार्केट कैप का मतलब समझाइए,मार्केट कैप मतलब,financial_term_explanation,,education_answer,manually_created_sample_demo_corpus,repo_license,project_authored,2026-06-25,manually authored demo example
IFQ-0050,hi,Devanagari,India,PE अनुपात सरल भाषा में बताइए,PE अनुपात सरल,financial_term_explanation,,education_answer,manually_created_sample_demo_corpus,repo_license,project_authored,2026-06-25,manually authored demo example
IFQ-0051,hi,Devanagari,India,डिविडेंड यील्ड क्या होती है,डिविडेंड यील्ड क्या,financial_term_explanation,,education_answer,manually_created_sample_demo_corpus,repo_license,project_authored,2026-06-25,manually authored demo example
IFQ-0052,or,Odia,Odisha,ମାର୍କେଟ କ୍ୟାପ ମାନେ କଣ,ମାର୍କେଟ କ୍ୟାପ ମାନେ,financial_term_explanation,,education_answer,manually_created_sample_demo_corpus,repo_license,project_authored,2026-06-25,manually authored demo example
IFQ-0053,or,Odia,Odisha,PE ଅନୁପାତ ସହଜ ଭାବେ ବୁଝାନ୍ତୁ,PE ଅନୁପାତ ସହଜ,financial_term_explanation,,education_answer,manually_created_sample_demo_corpus,repo_license,project_authored,2026-06-25,manually authored demo example
IFQ-0054,or,Odia,Odisha,ଡିଭିଡେଣ୍ଡ ୟିଲ୍ଡ କଣ,ଡିଭିଡେଣ୍ଡ ୟିଲ୍ଡ କଣ,financial_term_explanation,,education_answer,manually_created_sample_demo_corpus,repo_license,project_authored,2026-06-25,manually authored demo example
IFQ-0055,en,Latin,India,Generate a report for NVDA,generate report NVDA,report_generation,NVDA,equity_report,manually_created_sample_demo_corpus,repo_license,project_authored,2026-06-25,manually authored demo example
IFQ-0056,en,Latin,India,Create stock analysis report for TCS,create stock analysis report TCS,report_generation,TCS.NS,equity_report,manually_created_sample_demo_corpus,repo_license,project_authored,2026-06-25,manually authored demo example
IFQ-0057,en,Latin,India,Prepare an investment note on Infosys,prepare investment note Infosys,report_generation,INFY.NS,equity_report,manually_created_sample_demo_corpus,repo_license,project_authored,2026-06-25,manually authored demo example
IFQ-0058,hi,Devanagari,India,NVDA पर रिपोर्ट बनाइए,NVDA रिपोर्ट बनाइए,report_generation,NVDA,equity_report,manually_created_sample_demo_corpus,repo_license,project_authored,2026-06-25,manually authored demo example
IFQ-0059,hi,Devanagari,India,TCS की स्टॉक एनालिसिस रिपोर्ट चाहिए,TCS स्टॉक एनालिसिस रिपोर्ट,report_generation,TCS.NS,equity_report,manually_created_sample_demo_corpus,repo_license,project_authored,2026-06-25,manually authored demo example
IFQ-0060,hi,Devanagari,India,इन्फोसिस पर निवेश नोट तैयार करें,इन्फोसिस निवेश नोट,report_generation,INFY.NS,equity_report,manually_created_sample_demo_corpus,repo_license,project_authored,2026-06-25,manually authored demo example
IFQ-0061,or,Odia,Odisha,NVDA ପାଇଁ ରିପୋର୍ଟ ତିଆରି କରନ୍ତୁ,NVDA ରିପୋର୍ଟ ତିଆରି,report_generation,NVDA,equity_report,manually_created_sample_demo_corpus,repo_license,project_authored,2026-06-25,manually authored demo example
IFQ-0062,or,Odia,Odisha,TCS ଷ୍ଟକ ବିଶ୍ଳେଷଣ ରିପୋର୍ଟ ଦିଅନ୍ତୁ,TCS ଷ୍ଟକ ବିଶ୍ଳେଷଣ ରିପୋର୍ଟ,report_generation,TCS.NS,equity_report,manually_created_sample_demo_corpus,repo_license,project_authored,2026-06-25,manually authored demo example
IFQ-0063,or,Odia,Odisha,ଇନଫୋସିସ ଉପରେ ନିବେଶ ନୋଟ କରନ୍ତୁ,ଇନଫୋସିସ ନିବେଶ ନୋଟ,report_generation,INFY.NS,equity_report,manually_created_sample_demo_corpus,repo_license,project_authored,2026-06-25,manually authored demo example
IFQ-0064,en,Latin,India,How is my watchlist performing,watchlist performance,portfolio_question,,portfolio_summary,manually_created_sample_demo_corpus,repo_license,project_authored,2026-06-25,manually authored demo example
IFQ-0065,en,Latin,India,Which stock in my portfolio is weakest,portfolio weakest stock,portfolio_question,,portfolio_summary,manually_created_sample_demo_corpus,repo_license,project_authored,2026-06-25,manually authored demo example
IFQ-0066,en,Latin,India,Show allocation risk across my holdings,allocation risk holdings,portfolio_question,,portfolio_summary,manually_created_sample_demo_corpus,repo_license,project_authored,2026-06-25,manually authored demo example
IFQ-0067,hi,Devanagari,India,मेरी वॉचलिस्ट कैसा प्रदर्शन कर रही है,मेरी वॉचलिस्ट प्रदर्शन,portfolio_question,,portfolio_summary,manually_created_sample_demo_corpus,repo_license,project_authored,2026-06-25,manually authored demo example
IFQ-0068,hi,Devanagari,India,मेरे पोर्टफोलियो में कौन सा शेयर कमजोर है,पोर्टफोलियो शेयर कमजोर,portfolio_question,,portfolio_summary,manually_created_sample_demo_corpus,repo_license,project_authored,2026-06-25,manually authored demo example
IFQ-0069,hi,Devanagari,India,मेरी होल्डिंग्स में जोखिम आवंटन दिखाइए,होल्डिंग्स जोखिम आवंटन,portfolio_question,,portfolio_summary,manually_created_sample_demo_corpus,repo_license,project_authored,2026-06-25,manually authored demo example
IFQ-0070,or,Odia,Odisha,ମୋ ୱାଚଲିଷ୍ଟର ପ୍ରଦର୍ଶନ କେମିତି,ୱାଚଲିଷ୍ଟ ପ୍ରଦର୍ଶନ,portfolio_question,,portfolio_summary,manually_created_sample_demo_corpus,repo_license,project_authored,2026-06-25,manually authored demo example
IFQ-0071,or,Odia,Odisha,ମୋ ପୋର୍ଟଫୋଲିଓର କେଉଁ ଷ୍ଟକ ଦୁର୍ବଳ,ପୋର୍ଟଫୋଲିଓ ଷ୍ଟକ ଦୁର୍ବଳ,portfolio_question,,portfolio_summary,manually_created_sample_demo_corpus,repo_license,project_authored,2026-06-25,manually authored demo example
IFQ-0072,or,Odia,Odisha,ମୋ ହୋଲ୍ଡିଂସରେ ଝୁକି ବଣ୍ଟନ ଦେଖାନ୍ତୁ,ହୋଲ୍ଡିଂସ ଝୁକି ବଣ୍ଟନ,portfolio_question,,portfolio_summary,manually_created_sample_demo_corpus,repo_license,project_authored,2026-06-25,manually authored demo example
IFQ-0073,en,Latin,India,What is the stock price of HDFC Bank,HDFC Bank stock price,stock_price_query,HDFCBANK.NS,price_snapshot,manually_created_sample_demo_corpus,repo_license,project_authored,2026-06-25,manually authored demo example
IFQ-0074,hi,Devanagari,India,HDFC बैंक का ताजा भाव दिखाएं,HDFC बैंक ताजा भाव,stock_price_query,HDFCBANK.NS,price_snapshot,manually_created_sample_demo_corpus,repo_license,project_authored,2026-06-25,manually authored demo example
IFQ-0075,or,Odia,Odisha,HDFC ବ୍ୟାଙ୍କ ର ଲାଇଭ୍ ମୂଲ୍ୟ କେତେ,HDFC ବ୍ୟାଙ୍କ ଲାଇଭ୍ ମୂଲ୍ୟ,stock_price_query,HDFCBANK.NS,price_snapshot,manually_created_sample_demo_corpus,repo_license,project_authored,2026-06-25,manually authored demo example
IFQ-0076,en,Latin,India,Can you predict Infosys trend for next week,predict Infosys next week,stock_prediction_query,INFY.NS,prediction_summary,manually_created_sample_demo_corpus,repo_license,project_authored,2026-06-25,manually authored demo example
IFQ-0077,hi,Devanagari,India,इन्फोसिस का अगले हफ्ते का क्या ट्रेंड रहेगा,इन्फोसिस अगले हफ्ते ट्रेंड,stock_prediction_query,INFY.NS,prediction_summary,manually_created_sample_demo_corpus,repo_license,project_authored,2026-06-25,manually authored demo example
IFQ-0078,or,Odia,Odisha,ଇନଫୋସିସ ର ଆଗାମୀ ସପ୍ତାହର ପୂର୍ବାନୁମାନ କଣ,ଇନଫୋସିସ ଆଗାମୀ ସପ୍ତାହ ପୂର୍ବାନୁମାନ,stock_prediction_query,INFY.NS,prediction_summary,manually_created_sample_demo_corpus,repo_license,project_authored,2026-06-25,manually authored demo example
IFQ-0079,en,Latin,India,Provide a business summary of TCS,business summary TCS,company_summary,TCS.NS,company_profile,manually_created_sample_demo_corpus,repo_license,project_authored,2026-06-25,manually authored demo example
IFQ-0080,hi,Devanagari,India,TCS कंपनी क्या काम करती है,TCS कंपनी काम,company_summary,TCS.NS,company_profile,manually_created_sample_demo_corpus,repo_license,project_authored,2026-06-25,manually authored demo example
IFQ-0081,or,Odia,Odisha,TCS କମ୍ପାନୀ ର ମୁଖ୍ୟ କାର୍ଯ୍ୟ କଣ,TCS କମ୍ପାନୀ ମୁଖ୍ୟ କାର୍ଯ୍ୟ,company_summary,TCS.NS,company_profile,manually_created_sample_demo_corpus,repo_license,project_authored,2026-06-25,manually authored demo example
IFQ-0082,en,Latin,India,Show me how to save Tata Motors to watchlist,how save Tata Motors watchlist,watchlist_help,TATAMOTORS.NS,watchlist_action_help,manually_created_sample_demo_corpus,repo_license,project_authored,2026-06-25,manually authored demo example
IFQ-0083,hi,Devanagari,India,टाटा मोटर्स को वॉचलिस्ट में कैसे सेव करें,टाटा मोटर्स वॉचलिस्ट सेव,watchlist_help,TATAMOTORS.NS,watchlist_action_help,manually_created_sample_demo_corpus,repo_license,project_authored,2026-06-25,manually authored demo example
IFQ-0084,or,Odia,Odisha,ଟାଟା ମୋଟର୍ସ କୁ ୱାଚଲିଷ୍ଟରେ କେମିତି ସେଭ୍ କରିବି,ଟାଟା ମୋଟର୍ସ ୱାଚଲିଷ୍ଟ ସେଭ୍,watchlist_help,TATAMOTORS.NS,watchlist_action_help,manually_created_sample_demo_corpus,repo_license,project_authored,2026-06-25,manually authored demo example
IFQ-0085,en,Latin,India,What are the primary risk factors for HDFC Bank,risk factors HDFC Bank,risk_explanation,HDFCBANK.NS,risk_summary,manually_created_sample_demo_corpus,repo_license,project_authored,2026-06-25,manually authored demo example
IFQ-0086,hi,Devanagari,India,HDFC बैंक के मुख्य जोखिम कारक क्या हैं,HDFC बैंक जोखिम कारक,risk_explanation,HDFCBANK.NS,risk_summary,manually_created_sample_demo_corpus,repo_license,project_authored,2026-06-25,manually authored demo example
IFQ-0087,or,Odia,Odisha,HDFC ବ୍ୟାଙ୍କ ପାଇଁ ମୁଖ୍ୟ ବିପଦ କଣ ରହିଛି,HDFC ବ୍ୟାଙ୍କ ମୁଖ୍ୟ ବିପଦ,risk_explanation,HDFCBANK.NS,risk_summary,manually_created_sample_demo_corpus,repo_license,project_authored,2026-06-25,manually authored demo example
IFQ-0088,en,Latin,India,What is the meaning of EPS in finance,meaning EPS finance,financial_term_explanation,,education_answer,manually_created_sample_demo_corpus,repo_license,project_authored,2026-06-25,manually authored demo example
IFQ-0089,hi,Devanagari,India,फाइनेंस में EPS का क्या अर्थ होता है,फाइनेंस EPS अर्थ,financial_term_explanation,,education_answer,manually_created_sample_demo_corpus,repo_license,project_authored,2026-06-25,manually authored demo example
IFQ-0090,or,Odia,Odisha,ଫାଇନାନ୍ସ ରେ EPS ର ଅର୍ଥ କଣ,ଫାଇନାନ୍ସ EPS ଅର୍ଥ,financial_term_explanation,,education_answer,manually_created_sample_demo_corpus,repo_license,project_authored,2026-06-25,manually authored demo example
IFQ-0091,en,Latin,India,Generate an analytical report for Reliance Industries,generate report Reliance Industries,report_generation,RELIANCE.NS,equity_report,manually_created_sample_demo_corpus,repo_license,project_authored,2026-06-25,manually authored demo example
IFQ-0092,hi,Devanagari,India,रिलायंस इंडस्ट्रीज पर विश्लेषणात्मक रिपोर्ट बनाएं,रिलायंस इंडस्ट्रीज रिपोर्ट बनाएं,report_generation,RELIANCE.NS,equity_report,manually_created_sample_demo_corpus,repo_license,project_authored,2026-06-25,manually authored demo example
IFQ-0093,or,Odia,Odisha,ରିଲାୟନ୍ସ ଇଣ୍ଡଷ୍ଟ୍ରିଜ୍ ପାଇଁ ବିଶ୍ଳେଷଣାତ୍ମକ ରିପୋର୍ଟ ପ୍ରସ୍ତୁତ କରନ୍ତୁ,ରିଲାୟନ୍ସ ବିଶ୍ଳେଷଣାତ୍ମକ ରିପୋର୍ଟ,report_generation,RELIANCE.NS,equity_report,manually_created_sample_demo_corpus,repo_license,project_authored,2026-06-25,manually authored demo example
IFQ-0094,en,Latin,India,Show my watchlist profit and loss overview,watchlist profit loss overview,portfolio_question,,portfolio_summary,manually_created_sample_demo_corpus,repo_license,project_authored,2026-06-25,manually authored demo example
IFQ-0095,hi,Devanagari,India,मेरी वॉचलिस्ट का लाभ और हानि विवरण दिखाएं,वॉचलिस्ट लाभ हानि विवरण,portfolio_question,,portfolio_summary,manually_created_sample_demo_corpus,repo_license,project_authored,2026-06-25,manually authored demo example
IFQ-0096,or,Odia,Odisha,ମୋ ୱାଚଲିଷ୍ଟର ଲାଭ ଏବଂ କ୍ଷତି ଦେଖାନ୍ତୁ,ୱାଚଲିଷ୍ଟ ଲାଭ କ୍ଷତି ଦେଖାନ୍ତୁ,portfolio_question,,portfolio_summary,manually_created_sample_demo_corpus,repo_license,project_authored,2026-06-25,manually authored demo example
